utterance,intent,entity_type,domain_valid
how do I sew,out_of_scope,unknown,False
tell me about the northern lights,out_of_scope,service,False
summarize the recent alerts and their resolution status,summarization,metric,True
run the sast scan on the new code change,execution,unknown,False
what is causing the worker pool to deadlock,investigate,infrastructure,True
how do I play chess,out_of_scope,unknown,False
investigate the token validation failures on the api,investigate,service,True
provide a recap of the operational maturity assessments,summarization,service,True
what is antimatter,out_of_scope,infrastructure,False
summarize the impact of last week outage,summarization,service,True
check why the helm release is stuck in pending upgrade,investigate,metric,True
analyze the tombstone accumulation in the database,investigate,infrastructure,True
why is the load balancer session persistence broken,investigate,infrastructure,True
enroll the new host in the certificate authority,execution,infrastructure,True
investigate the mismatch in reported vs actual disk usage,investigate,metric,True
why is the garbage collector pausing for 500ms,investigate,unknown,False
why is the circuit breaker in open state,investigate,infrastructure,True
how do I make my own perfume,out_of_scope,unknown,False
check the connection refused errors on port 5432,investigate,infrastructure,True
give me an overview of the error budget consumption,summarization,metric,True
apply the pod security policy changes,execution,infrastructure,True
investigate the sudden increase in 404 errors,investigate,service,True
enable the apparmor policy on the workload pod,execution,infrastructure,True
what caused the message ordering to break,investigate,service,True
why is the distributed join causing cross-node traffic,investigate,infrastructure,True
why are containers crashing,investigate,unknown,True
how do I make pottery,out_of_scope,unknown,False
update the health check thresholds on the target group,execution,metric,True
why is the application not reading the updated configmap,investigate,unknown,False
what caused the job to exceed its resource quota,investigate,infrastructure,True
summarize the workload autoscaling behavior this week,summarization,service,True
what is the deepest lake in the world,out_of_scope,unknown,False
analyze why response time increased,investigate,incident,True
restart the varnish cache after config change,execution,infrastructure,True
tell me about the ottoman empire,out_of_scope,service,False
enable query caching on the database,execution,infrastructure,True
provide a brief on the kafka topic partition distribution,summarization,service,True
what is radioactivity,out_of_scope,infrastructure,False
provide a recap of the secrets rotation audit,summarization,infrastructure,True
configure the proxy buffer size for large responses,execution,infrastructure,True
enable the ldap group sync for the service,execution,service,True
investigate the hot spot in the key-value store,investigate,unknown,False
how do I learn how to sew clothes,out_of_scope,unknown,False
summarize the error logs,summarization,metric,True
give me an overview of the log-based metric trends,summarization,metric,True
give me uptime summary,summarization,unknown,False
restart nginx on host123,execution,infrastructure,True
provide a brief on the database performance this month,summarization,infrastructure,True
summarize the access request audit for the past month,summarization,unknown,False
how do I fix a leaky faucet,out_of_scope,unknown,False
check what went wrong,investigate,metric,True
give me a summary of the runtime crash trends,summarization,metric,True
why is the user session being invalidated unexpectedly,investigate,service,True
investigate the request being routed to a terminating pod,investigate,infrastructure,True
push the signed container image to the registry,execution,pipeline,True
provide a brief on the mean time to detect this sprint,summarization,service,True
what is chemistry,out_of_scope,infrastructure,False
enable the audit log policy on the api server,execution,service,True
analyze the slow startup time of the service,investigate,service,True
provide a recap of the cost optimization initiatives,summarization,metric,True
what is genetics,out_of_scope,infrastructure,False
summarize backup status,summarization,infrastructure,True
why is load balancer unhealthy,investigate,infrastructure,True
why is the deployment rollout stuck,investigate,pipeline,True
analyze exception logs,investigate,metric,True
rebuild the corrupted index on the users table,execution,service,True
why is the read cache not warming up as expected,investigate,infrastructure,True
what is the doppler effect,out_of_scope,unknown,False
provide an overview of the resource quota usage by namespace,summarization,infrastructure,True
stop the runaway data export job,execution,job,True
what is blockchain,out_of_scope,infrastructure,False
analyze the packet fragmentation on the uplink,investigate,service,True
configure the md raid rebuild priority,execution,service,True
provide a recap of the kubernetes event anomalies,summarization,metric,True
set the jvm heap size to 8gb and restart,execution,service,True
rotate the iam role credentials for the batch job,execution,job,True
investigate the missing pod metrics from the scraper,investigate,infrastructure,True
tell me about furniture,out_of_scope,unknown,False
restart application server,execution,infrastructure,True
apply the virtual service retry policy,execution,service,True
check why the multi-region failover is taking too long,investigate,metric,True
what caused the memory oom on worker-node-4,investigate,infrastructure,True
check why jobs are failing silently in the queue,investigate,service,True
tell me about dolphins,out_of_scope,unknown,False
who wrote gulliver travels,out_of_scope,unknown,False
check for anomalies in metrics,investigate,metric,True
why is the background job worker deadlocking,investigate,unknown,False
summarize the observability maturity assessment results,summarization,metric,True
what countries border france,out_of_scope,unknown,False
mount the backup volume in read-only mode,execution,infrastructure,True
enable the kubernetes event exporter,execution,infrastructure,True
how is silk produced,out_of_scope,infrastructure,False
restart log aggregator,execution,metric,True
apply the priority class to the critical workloads,execution,unknown,False
enable the cross-zone load balancing,execution,job,True
how do I make soy candles,out_of_scope,unknown,False
who is albert einstein,out_of_scope,infrastructure,False
how do I skateboard,out_of_scope,unknown,False
scale message queue,execution,service,True
summarize system health for app payments,summarization,service,True
what is the tallest mountain,out_of_scope,unknown,False
who is marie curie,out_of_scope,infrastructure,False
who composed la traviata,out_of_scope,unknown,False
what is a genome,out_of_scope,infrastructure,False
tell me about the renaissance,out_of_scope,service,False
update the exports file and refresh nfsd,execution,service,True
what is economics,out_of_scope,infrastructure,False
clear cache on all nodes,execution,infrastructure,True
summarize the health of the multi-region setup,summarization,service,True
summarize the error budget status for all services,summarization,service,True
what triggered the alert,investigate,metric,True
restore the selinux context on the data directory,execution,service,True
what is the coldest place on earth,out_of_scope,unknown,False
how do I make sushi,out_of_scope,unknown,False
investigate the webhook delivery failures,investigate,infrastructure,True
how do I make chocolate chip cookies,out_of_scope,unknown,False
configure the route53 health check failover,execution,metric,True
what is the theory of evolution,out_of_scope,unknown,False
enable the mutual tls between all services,execution,infrastructure,True
who is thomas edison,out_of_scope,infrastructure,False
configure the dead letter queue for failed messages,execution,service,True
check what is causing the excessive context switches,investigate,metric,True
who won the latest academy awards,out_of_scope,service,False
start the canary deployment for version 4.1,execution,pipeline,True
investigate failed authentication attempts,investigate,unknown,True
what is a tectonic plate,out_of_scope,infrastructure,False
give me a recap of the on-call escalation patterns,summarization,service,True
what is the ozone layer,out_of_scope,unknown,False
initialize the new replica set member,execution,service,True
why are requests queued,investigate,service,True
investigate the corrupted data in the cache layer,investigate,infrastructure,True
apply the cpu frequency scaling governor change,execution,infrastructure,True
how do I stay healthy,out_of_scope,unknown,False
what is the higgs boson,out_of_scope,unknown,False
how do I make origami cranes,out_of_scope,unknown,False
why is service discovery returning stale endpoints,investigate,service,True
how do I learn how to type faster,out_of_scope,unknown,False
analyze the jvm heap after the memory spike,investigate,service,True
how do I learn calligraphy,out_of_scope,unknown,False
give me a summary of the cluster upgrade progress,summarization,infrastructure,True
give me a summary of the scaling decisions this week,summarization,service,True
how do I make homemade bread,out_of_scope,unknown,False
summarize the edge cache performance by region,summarization,infrastructure,True
what is string theory,out_of_scope,infrastructure,False
analyze the segment fault in the native library,investigate,service,True
rollback the deployment,execution,pipeline,True
restart the envoy proxy with the new configuration,execution,infrastructure,True
summarize the distributed tracing insights for the api,summarization,service,True
analyze the io error rate on the san,investigate,unknown,True
tell me about the persian empire,out_of_scope,service,False
force delete the stuck pod in the production namespace,execution,infrastructure,True
set the pod disruption budget to allow one eviction,execution,infrastructure,True
run the remediation playbook for cpu spike,execution,service,True
tell me about the discovery of dna,out_of_scope,service,False
how do I ride a bicycle,out_of_scope,unknown,False
apply the cluster autoscaler priority expander config,execution,infrastructure,True
provide a brief on the data retention compliance status,summarization,service,True
tell me about the aztec civilization,out_of_scope,service,False
what caused the index corruption on elasticsearch,investigate,service,True
what is paleontology,out_of_scope,metric,False
how do I learn how to paint with watercolor,out_of_scope,unknown,False
give me a recap of the infrastructure changes this week,summarization,metric,True
what is causing packet loss on the network,investigate,infrastructure,True
clear disk space on server alpha,execution,metric,True
provide a brief on the database connection pool stats,summarization,infrastructure,True
how do I learn how to whistle,out_of_scope,unknown,False
create a snapshot of the production database,execution,infrastructure,True
tell me about ancient babylon,out_of_scope,unknown,False
apply the security hotfix to the dependency,execution,service,True
tell me about the mongol empire,out_of_scope,service,False
show me the root cause of latency issues,investigate,service,True
renew the lets encrypt certificate manually,execution,infrastructure,True
who is julius caesar,out_of_scope,infrastructure,False
extend the filesystem after volume resize,execution,infrastructure,True
tell me about astronomy,out_of_scope,unknown,False
run the vacuum full on the postgres database,execution,infrastructure,True
summarize the failure domain isolation test results,summarization,job,True
add the new host to the monitoring system,execution,service,True
tell me about the stone age,out_of_scope,service,False
uncordon the node after patching,execution,infrastructure,True
what is the uncertainty principle,out_of_scope,unknown,False
why is the ingress controller rejecting requests,investigate,unknown,False
give me a rundown of the production issues this week,summarization,service,True
how do I play poker,out_of_scope,unknown,False
configure the backup schedule for hourly snapshots,execution,infrastructure,True
summarize the release candidate validation results,summarization,pipeline,True
scale the api service to 5 replicas,execution,service,True
how do I meditate,out_of_scope,unknown,False
what is causing the jdbc connection pool saturation,investigate,infrastructure,True
what is the history of chess,out_of_scope,unknown,False
what is a cytoplasm,out_of_scope,infrastructure,False
how do I plant a tree,out_of_scope,unknown,False
umount the nfs share that is hanging,execution,unknown,False
what is design,out_of_scope,infrastructure,False
how do I make wine at home,out_of_scope,unknown,False
summarize the incident classification by severity,summarization,incident,True
investigate the kernel soft lockup warnings,investigate,service,True
tell me about the roman gladiators,out_of_scope,service,False
summarize the certificate rotation completion status,summarization,infrastructure,True
configure the jaeger sampling rate,execution,infrastructure,True
how do I make butter at home,out_of_scope,unknown,False
why is the container runtime consuming so much memory,investigate,pipeline,True
who discovered america,out_of_scope,unknown,False
how do I play guitar,out_of_scope,unknown,False
provide a recap of the security posture improvement this quarter,summarization,service,True
apply network policy,execution,infrastructure,True
summarize the findings from the recent security audit,summarization,unknown,False
give me a summary of the runtime exception trends,summarization,metric,True
tell me about giraffes,out_of_scope,unknown,False
why is the io scheduler causing write starvation,investigate,unknown,False
analyze the slow query explain plan,investigate,infrastructure,True
configure the metrics server resource requests,execution,infrastructure,True
enable tracing,execution,metric,True
annotate the service with the canary weight,execution,service,True
enable the new caching strategy globally,execution,service,True
run the database failover test,execution,infrastructure,True
tell me about the trojan war,out_of_scope,service,False
summarize the blue green deployment outcome,summarization,pipeline,True
investigate the flapping health checks,investigate,metric,True
summarize the open actionable items from postmortems,summarization,service,True
update the firewall rules to allow port 8443,execution,service,True
analyze the ingress rule causing traffic leak,investigate,metric,True
deploy the hotfix to all production nodes,execution,infrastructure,True
how do I make a rope,out_of_scope,unknown,False
how do I carve soap,out_of_scope,unknown,False
summarize the on-call activity for the past month,summarization,service,True
tell me about the inca empire,out_of_scope,service,False
summarize the incident postmortem action items,summarization,incident,True
how do submarines work,out_of_scope,unknown,False
investigate the excessive logging causing disk saturation,investigate,metric,True
enable write-ahead logging on the database,execution,infrastructure,True
investigate the dropped packets on the vpn interface,investigate,service,True
check memory usage on db-server-7,investigate,infrastructure,True
look into the mutex contention on shared resource,investigate,infrastructure,True
why is the replica set not converging,investigate,infrastructure,True
what is the nitrogen cycle,out_of_scope,unknown,False
run the automated rollback on failed deployment,execution,pipeline,True
what is the food chain,out_of_scope,unknown,False
tell me about the olympics history,out_of_scope,service,False
how do I become a chef,out_of_scope,unknown,False
summarize the configuration drift detections this week,summarization,service,True
how do I make paella,out_of_scope,unknown,False
give me a summary of the infrastructure scaling events,summarization,metric,True
configure the webhook timeout for the admission controller,execution,service,True
provide a brief on the certificate rotation status,summarization,infrastructure,True
what is the human genome,out_of_scope,unknown,False
why is the proxy returning empty responses,investigate,infrastructure,True
what is a pulsar,out_of_scope,infrastructure,False
give me an overview of the active feature rollouts,summarization,service,True
who is winston churchill,out_of_scope,infrastructure,False
give me operational summary,summarization,unknown,False
investigate the tcp syn flood on the public interface,investigate,service,True
tell me about the cold war,out_of_scope,service,False
analyze the slow commit log replay after recovery,investigate,metric,True
how do I plant a vegetable garden,out_of_scope,unknown,False
summarize the thread pool utilization trends this week,summarization,infrastructure,True
configure the etcd compaction interval,execution,infrastructure,True
why is the log shipper dropping records,investigate,metric,True
what is causing the increased p95 latency,investigate,unknown,True
summarize the transaction rollback rate by service,summarization,service,True
what is jazz music,out_of_scope,infrastructure,False
tell me about the middle ages,out_of_scope,service,False
give me a summary of the automated remediation coverage,summarization,service,True
what is a binary star system,out_of_scope,infrastructure,False
give me a summary of the observability alert noise ratio,summarization,metric,True
how do I make french press coffee,out_of_scope,unknown,False
how do I start a podcast,out_of_scope,infrastructure,False
how do I learn to identify birds,out_of_scope,unknown,False
who composed the nutcracker,out_of_scope,service,False
investigate the file system corruption on node-8,investigate,infrastructure,True
why is the api response size unexpectedly large,investigate,service,True
configure the ocsp stapling on the server,execution,unknown,False
who wrote the odyssey,out_of_scope,service,False
analyze the retry storm on downstream services,investigate,service,True
who invented the light bulb,out_of_scope,service,False
enable the branch protection rule on the repo,execution,unknown,False
give me a summary of the tenant sla compliance status,summarization,metric,True
summarize the sre toil metrics this quarter,summarization,metric,True
tell me about the pyramids,out_of_scope,service,False
resize the logical volume for the data partition,execution,metric,True
what is the fibonacci sequence,out_of_scope,unknown,False
give me a summary of the node utilization across zones,summarization,infrastructure,True
check the reason for the network interface flapping,investigate,unknown,False
how do I whittle wood,out_of_scope,unknown,False
tell me about medieval castles,out_of_scope,unknown,False
how do I photograph,out_of_scope,unknown,False
look into the prometheus scrape failures,investigate,infrastructure,True
enable the dns query logging for diagnostics,execution,infrastructure,True
who is shakespeare,out_of_scope,infrastructure,False
summarize the cost per service unit this quarter,summarization,service,True
investigate the cross-region latency increase,investigate,service,True
analyze the pattern of disk write errors on the host,investigate,metric,True
what is a galaxy,out_of_scope,infrastructure,False
update the load balancer target group with new instances,execution,infrastructure,True
configure the heap profiler for the java service,execution,service,True
terminate the zombie processes,execution,service,True
summarize the batch processing job completion rates,summarization,job,True
what caused the token bucket to overflow,investigate,service,True
analyze the write skew in the distributed transaction,investigate,unknown,False
give me a summary of the application profiling results,summarization,service,True
what is causing the repeated node draining events,investigate,infrastructure,True
what is quantum computing,out_of_scope,infrastructure,False
provide a recap of the container image scan results,summarization,pipeline,True
simulate a node failure in staging,execution,infrastructure,True
why is the build pipeline timing out,investigate,pipeline,True
how do I take better photos,out_of_scope,unknown,False
who composed moonlight sonata,out_of_scope,unknown,False
rotate the istio root certificate authority,execution,infrastructure,True
investigate the blocked io thread in the event loop,investigate,unknown,False
investigate the race condition in the job scheduler,investigate,service,True
why is the connection draining taking too long,investigate,infrastructure,True
check the reason for the degraded search ranking,investigate,unknown,True
summarize the chaos engineering experiment results,summarization,service,True
what is a black hole,out_of_scope,infrastructure,False
apply the selinux policy update,execution,infrastructure,True
configure the namespace resource quotas,execution,infrastructure,True
restart the systemd socket service,execution,service,True
analyze the traffic shaping rule mismatch,investigate,service,True
provision a new ec2 instance for the web tier,execution,service,True
investigate the network buffer overflow on ingress,investigate,infrastructure,True
mount the tmpfs for the session data directory,execution,service,True
why is cpu throttling happening,investigate,infrastructure,True
add the spf record for the new mail relay,execution,service,True
run the load test against staging environment,execution,job,True
tell me about the ming dynasty art,out_of_scope,service,False
summarize the backup verification test outcomes,summarization,infrastructure,True
configure the circuit breaker thresholds,execution,infrastructure,True
summarize the incident response time trends,summarization,incident,True
provide a summary of the connection pool utilization,summarization,infrastructure,True
how do I roller skate,out_of_scope,unknown,False
who is rembrandt,out_of_scope,infrastructure,False
summarize the latency trends for the past sprint,summarization,service,True
apply the vault dynamic database credential policy,execution,infrastructure,True
who composed swan lake,out_of_scope,unknown,False
what is causing the timeout in the payment gateway,investigate,unknown,True
give me a summary of the storage utilization trends,summarization,infrastructure,True
who is mahatma gandhi,out_of_scope,infrastructure,False
what is the periodic table,out_of_scope,unknown,False
check why the read replicas are out of sync,investigate,infrastructure,True
why are requests timing out,investigate,unknown,True
summarize the active incidents for the morning standup,summarization,incident,True
run the smart health test on the drive,execution,unknown,False
who invented the telephone,out_of_scope,service,False
provide an overview of the mean time to recovery metrics,summarization,metric,True
restart session manager,execution,infrastructure,True
investigate the recurring alert for swap usage,investigate,metric,True
rotate the api keys for third party integrations,execution,service,True
investigate the spike in mutex contention metrics,investigate,metric,True
configure the pam authentication settings,execution,service,True
patch the deployment to inject the new environment variable,execution,pipeline,True
give me replication summary,summarization,unknown,False
why is the worker thread unresponsive,investigate,unknown,False
enable the distributed tracing collector,execution,metric,True
update the soa record on the authoritative dns,execution,infrastructure,True
give me an overview of the gitops reconciliation status,summarization,service,True
tell me about ancient china,out_of_scope,unknown,False
tell me a story,out_of_scope,unknown,False
how do I start beekeeping,out_of_scope,unknown,False
what is causing the resource cleanup to be slow,investigate,infrastructure,True
enable audit logging on the api gateway,execution,infrastructure,True
apply the waf rule to block the new attack pattern,execution,unknown,False
stop all running containers on host-9,execution,unknown,False
start backup job,execution,infrastructure,True
why is the write ahead log growing unbounded,investigate,metric,True
give me an overview of the service dependency mapping,summarization,service,True
analyze the certificate pinning failures in mobile clients,investigate,infrastructure,True
tell me about the spanish inquisition,out_of_scope,service,False
enable the maintenance mode on the microservice,execution,service,True
what is yoga,out_of_scope,infrastructure,False
what is a sonnet,out_of_scope,infrastructure,False
configure the load shedding threshold on the api,execution,service,True
run the chaos experiment to test failover,execution,job,True
how do I learn origami,out_of_scope,unknown,False
trigger the spinnaker pipeline for the hotfix,execution,pipeline,True
restart the kafka broker on node-3,execution,infrastructure,True
why is cache miss rate high,investigate,infrastructure,True
why is the event sourcing replay taking too long,investigate,unknown,False
what is the boiling point of water,out_of_scope,unknown,False
how do I grow herbs indoors,out_of_scope,unknown,False
tell me about the ming dynasty,out_of_scope,service,False
how do I train for a marathon,out_of_scope,unknown,False
what is existentialism,out_of_scope,infrastructure,False
analyze why the canary deployment is showing errors,investigate,pipeline,True
how do I write a cover letter,out_of_scope,unknown,False
remove the decommissioned server from the inventory,execution,unknown,False
how do I do a cartwheel,out_of_scope,unknown,False
tell me about the amazon rainforest,out_of_scope,service,False
check the metrics cardinality explosion in prometheus,investigate,metric,True
compress and archive the old log files,execution,metric,True
investigate error rate spike in production,investigate,metric,True
provide security incident summary,summarization,incident,True
what is forensic science,out_of_scope,infrastructure,False
provide a recap of the server provisioning activities,summarization,infrastructure,True
summarize the horizontal autoscaler trigger patterns,summarization,infrastructure,True
flush dns cache,execution,infrastructure,True
investigate the message serialization error in the broker,investigate,service,True
show root cause analysis for outage,investigate,metric,True
analyze the traces for the slow checkout flow,investigate,unknown,True
how do I learn card magic,out_of_scope,unknown,False
provide a brief on the change success rate this cycle,summarization,infrastructure,True
tell me about the boer war,out_of_scope,service,False
why is the persistent connection being dropped,investigate,infrastructure,True
summarize the key performance indicators for the quarter,summarization,unknown,False
who wrote anna karenina,out_of_scope,unknown,False
tell me about elephants,out_of_scope,unknown,False
who wrote crime and punishment,out_of_scope,unknown,False
investigate the degraded write throughput on the database,investigate,infrastructure,True
apply the service mesh traffic policy,execution,infrastructure,True
apply backup retention policy,execution,infrastructure,True
update the kubeconfig with the new credentials,execution,service,True
check the reason behind the pod crashloopbackoff,investigate,infrastructure,True
what is a magnetar,out_of_scope,infrastructure,False
who discovered penicillin,out_of_scope,unknown,False
revoke the expired service certificate,execution,infrastructure,True
tell me about movies,out_of_scope,unknown,False
tell me about the ancient roman baths,out_of_scope,service,False
analyze the pattern of recurring memory pressure alerts,investigate,metric,True
why is the kubernetes scheduler failing to place pods,investigate,infrastructure,True
enable persistent connections on the proxy,execution,infrastructure,True
what caused memory leak in app,investigate,unknown,True
provide an overview of the service health by business domain,summarization,service,True
what are your hobbies,out_of_scope,unknown,False
provide a brief on the kubernetes cluster utilization,summarization,infrastructure,True
execute the rolling restart of all microservices,execution,service,True
enable the opentelemetry collector on the service,execution,service,True
give me an overview of the log ingestion cost trends,summarization,metric,True
give me an overview of the alerting rule changes,summarization,metric,True
investigate the delayed metric reporting from agent,investigate,unknown,False
what is continental drift,out_of_scope,infrastructure,False
who wrote the iliad,out_of_scope,service,False
provide weekly report summary,summarization,unknown,False
check what is causing the high cpu wait on nfs,investigate,metric,True
give me a summary of the node group scaling history,summarization,infrastructure,True
investigate the spurious wakeups in the thread pool,investigate,unknown,False
what is causing the repeated ip address conflict in the cluster,investigate,infrastructure,True
patch the third-party library to the safe version,execution,service,True
who was cleopatra,out_of_scope,unknown,False
why is the search indexer falling behind,investigate,unknown,False
tell me about the mesopotamian civilization,out_of_scope,service,False
summarize database performance,summarization,infrastructure,True
provide a brief on the job queue wait time trends,summarization,service,True
how do I cook pasta,out_of_scope,unknown,False
what caused the connection storm after failover,investigate,infrastructure,True
how does sonar work,out_of_scope,unknown,False
configure the kernel network parameters via sysctl,execution,infrastructure,True
run the terraform plan review before apply,execution,service,True
configure the database read timeout to 10 seconds,execution,infrastructure,True
summarize the scheduled maintenance completion report,summarization,incident,True
check what is causing the http keep-alive to be disabled,investigate,metric,True
how do I brew kombucha,out_of_scope,unknown,False
apply the rate limit policy to the external api proxy,execution,infrastructure,True
