utterance,intent,entity_type,domain_valid
summarize the changes made during the maintenance window,summarization,unknown,False
update the container image to the patched version,execution,pipeline,True
scale the api service to 5 replicas,execution,service,True
configure the sonarqube quality gate policy,execution,infrastructure,True
how do I learn how to type faster,out_of_scope,unknown,False
tell me about the ming dynasty,out_of_scope,unknown,False
what is the meaning of life,out_of_scope,unknown,False
initialize the new replica set member,execution,service,True
provide a brief on the alerting rule coverage gaps,summarization,metric,True
why is the rpc client timing out during service restart,investigate,service,True
give me operational summary,summarization,unknown,False
tell me about the french impressionism,out_of_scope,unknown,False
investigate the missing pod metrics from the scraper,investigate,infrastructure,True
summarize the api gateway error breakdown for the week,summarization,infrastructure,True
summarize the real user monitoring metrics for this week,summarization,metric,True
patch the deployment to inject the new environment variable,execution,pipeline,True
how do I make sourdough bread,out_of_scope,unknown,False
drain and replace the node for os upgrade,execution,infrastructure,True
what is an electron shell,out_of_scope,unknown,False
what is the pythagorean theorem,out_of_scope,unknown,False
update the dns records for the new ip,execution,infrastructure,True
apply the io scheduler change to deadline,execution,infrastructure,True
investigate the service crash after config reload,investigate,service,True
why are the job workers being starved of resources,investigate,unknown,False
configure the cgroup memory limit for the container,execution,unknown,False
run the cluster health verification script,execution,infrastructure,True
how do I photograph,out_of_scope,unknown,False
give me an overview of the application profiling insights,summarization,service,True
why did the scheduled task miss its window,investigate,infrastructure,True
what caused the job to exceed its resource quota,investigate,infrastructure,True
investigate the abnormal memory growth after restart,investigate,service,True
mount the nfs share on the batch server,execution,unknown,False
check the reason behind the pod crashloopbackoff,investigate,infrastructure,True
how does the aurora borealis form,out_of_scope,unknown,False
how do I make natural dye,out_of_scope,unknown,False
how is silk produced,out_of_scope,unknown,False
who is hypatia,out_of_scope,unknown,False
why is the kubernetes scheduler failing to place pods,investigate,infrastructure,True
analyze cpu consumption trends,investigate,infrastructure,True
run the disk defragmentation on the storage volume,execution,infrastructure,True
what is quantum computing,out_of_scope,unknown,False
summarize the load test performance baseline results,summarization,job,True
investigate the multicast routing failure on the switch,investigate,unknown,True
how do I make paella,out_of_scope,unknown,False
who painted the sistine chapel,out_of_scope,unknown,False
why is disk usage at 90 percent,investigate,metric,True
what is the water cycle,out_of_scope,unknown,False
tell me about the roman gladiators,out_of_scope,unknown,False
check the anomaly in the request rate pattern,investigate,unknown,False
look into the inode exhaustion on the log partition,investigate,infrastructure,True
restart the varnish cache after config change,execution,infrastructure,True
summarize the network egress cost by region,summarization,metric,True
analyze the cpu throttling events in the cgroup,investigate,service,True
investigate the service port conflict after update,investigate,service,True
write a poem about servers,out_of_scope,unknown,False
why is the user session being invalidated unexpectedly,investigate,service,True
summarize the monthly infrastructure cost report,summarization,metric,True
enable maintenance mode on the website,execution,service,True
check what went wrong with deployment,investigate,pipeline,True
tell me about the sumerian civilization,out_of_scope,unknown,False
tell me about the byzantine empire,out_of_scope,unknown,False
what is the speed of light,out_of_scope,unknown,False
give me an overview of the synthetic monitor pass rates,summarization,service,True
summarize the service restart count by host,summarization,service,True
tell me about eagles,out_of_scope,unknown,False
summarize the feature flag rollout status,summarization,service,True
configure the sssd daemon for the new domain,execution,service,True
how do I learn origami,out_of_scope,unknown,False
sync the configuration from the control plane,execution,service,True
trigger the failback to the primary region,execution,service,True
tell me about elephants,out_of_scope,unknown,False
how do I start composting,out_of_scope,unknown,False
what is dark energy,out_of_scope,unknown,False
summarize the horizontal pod autoscaler activity,summarization,infrastructure,True
summarize the incident response time trends,summarization,incident,True
who wrote hamlet,out_of_scope,unknown,False
provide a recap of the cross-region failover tests,summarization,service,True
how do I stay healthy,out_of_scope,unknown,False
give me a recap of the infrastructure changes this week,summarization,metric,True
disable the noisy alerting rule temporarily,execution,metric,True
tell me about the moon landing,out_of_scope,unknown,False
what is a tectonic plate,out_of_scope,unknown,False
summarize the multi-region deployment status,summarization,pipeline,True
enable the tcp fast open on the server,execution,unknown,False
why are containers crashing,investigate,unknown,True
provide a brief on the ml model serving latency trends,summarization,metric,True
investigate memory fragmentation,investigate,unknown,False
who is aristotle and his philosophy,out_of_scope,unknown,False
what is causing high memory on app-01,investigate,infrastructure,True
check for anomalies in metrics,investigate,metric,True
what is chemistry,out_of_scope,unknown,False
revoke the compromised api token,execution,service,True
who wrote the divine comedy,out_of_scope,unknown,False
provide a recap of the automated remediation actions,summarization,service,True
what is the largest desert in the world,out_of_scope,unknown,False
evict stale entries from the distributed cache,execution,infrastructure,True
who painted the mona lisa,out_of_scope,unknown,False
investigate the flaky test failures in ci environment,investigate,unknown,True
what is causing the repeated node draining events,investigate,infrastructure,True
what is quantum physics,out_of_scope,unknown,False
provide a recap of the secrets rotation audit,summarization,infrastructure,True
tell me about the black plague,out_of_scope,unknown,False
how do I play soccer,out_of_scope,unknown,False
configure the slack webhook for incident notifications,execution,incident,True
who is joan of arc,out_of_scope,unknown,False
who is claude monet,out_of_scope,unknown,False
give me an overview of the tenant usage statistics,summarization,service,True
enable the new rate limit policy globally,execution,infrastructure,True
run the ansible playbook for server hardening,execution,infrastructure,True
provide a recap of the endpoint coverage by synthetic monitors,summarization,service,True
what caused the memory oom on worker-node-4,investigate,infrastructure,True
update the known hosts file after host migration,execution,service,True
how do I fold a paper airplane,out_of_scope,unknown,False
tell me about ancient babylon,out_of_scope,unknown,False
why is the storage iops quota being exceeded,investigate,infrastructure,True
how do I train for a marathon,out_of_scope,unknown,False
