utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
increase the max connections on the postgres primary,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who wrote moby dick,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the fault injection policy in the service mesh,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
how can I learn spanish,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the impact of schema change on query performance,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,1,0
tell me about stonehenge,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the iron age,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the grpc timeout on the proxy layer,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
tell me about volcanoes,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the unexpected pod termination,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is ecological succession,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the abnormal tls session ticket rotation rate,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what caused the routing table mismatch between zones,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I do origami,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the missing index causing full table scans,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is a meteor shower,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a high-level overview of what happened today,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the retry budget on the service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
summarize the cold storage archival progress,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
analyze the correlation between load and response times,investigate,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
tell me about the great depression,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the patch management status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
create the service account with least privilege,execution,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
check what is causing the connection saturation on api,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
investigate the stalled compaction job on rocksdb,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
enable the response caching on the graphql layer,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
apply the pod security admission config,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
how do I make mozzarella,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the integration test results from latest build,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
provide a recap of the weekly change freeze exceptions,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
who wrote don quixote,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I build a birdfeeder,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
delete the orphaned persistent volume claim,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
investigate the network partition between zones,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
analyze the fan-in bottleneck in the aggregation layer,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
how do I make kimchi,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check why the autoscaler is not triggering,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize the distributed cache hit rate by region,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
check why cron jobs are failing,investigate,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
check why the reverse proxy is dropping headers,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
configure the ipvs load balancing mode on the node,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
who is michelangelo,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the shard imbalance in the search cluster,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
who wrote hamlet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a quasar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the infrastructure costs this quarter,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
summarize the performance optimization results,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the adaptive concurrency limit,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
rotate the database master password,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
analyze the rollout pause caused by failed canary metrics,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
who wrote the divine comedy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I dance,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the capital of japan,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the cache invalidation not propagating,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
drain connections gracefully,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
check what's causing the bottleneck,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
check why prometheus is showing no data,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what is causing the oauth token refresh failures,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
tell me about the league of nations,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the message fanout causing consumer lag,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
enable the software bill of materials generation,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
disable the auto-scaling for the maintenance window,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
what are the best hiking trails in europe,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the deepest ocean,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize cluster health,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
analyze network latency issues,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
import the existing resource into the terraform state,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the phoenicians,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
delete the datadog monitors that are no longer valid,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
scale down resources,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,1,0
tune the jvm garbage collector flags,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
can you sing a song,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the log parsing rule update to the pipeline,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
set the timeout policy for the external api call,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
tell me about koalas,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the ssl offloader causing increased latency,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
check the dead letter queue accumulation,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
restart the cron scheduler service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
investigate the repeated auth token expiry in logs,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
summarize the service restart count by host,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
what is the population of brazil,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the seccomp profile to the container,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
trigger the zfs scrub on the storage pool,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
analyze the open file handle count on prod servers,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the water cycle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is geology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
flush the arp cache on the router,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
configure the alertmanager routing rules,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
configure the hugepage allocation at boot,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
apply the sbom attestation to the build,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
summarize the resource quota consumption by namespace,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
create a configmap from the updated settings file,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is dark matter,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the spike in connection establishment time,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,1,0
check the anomaly in the request rate pattern,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the burst in disk writes,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
what is the meaning of life,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
deploy the sidecar proxy to all pods,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what triggered the auto-scaling event,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
summarize the release rollback frequency and causes,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,1,0,0
provide a brief on the network bandwidth usage,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,1
enable request throttling,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
enable the tcp fast open on the server,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
who is confucius,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the dependency health status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I make beef jerky,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I fly a kite,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
look into the storage IOPS issue,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the certificate authority chain trust failure,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,1,0
summarize the number of open vulnerabilities by severity,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the big bang theory,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the compliance scan on all servers,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
investigate connection pool exhaustion,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
investigate the permission denied errors in logs,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what is a nebula,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the alerting rule coverage gaps,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
configure the node local dns cache,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
give me a summary of the deployment frequency trends this year,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
what is causing the high variance in response times,investigate,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
enable auto-healing,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
start the log streaming pipeline,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
how do I bake a cake,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the tls certificate mismatch errors,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the abnormal memory growth after restart,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,1
tell me about the renaissance art,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the spike in 5xx errors after the release,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,1,0
summarize the change management board decisions,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
unlock the terraform state after failed apply,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
check why the rate limiter is not enforcing limits,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is causing the database connection timeout,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the asymmetric network routing issue,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
give me a summary of the cost allocation by team,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,1
tell me about the age of exploration,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the kube-bench cis benchmark scan,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
tell me about octopuses,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is hypatia,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the disk write latency on ssd array,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
why is the prometheus rule evaluation too slow,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
provide a brief on the backup restore test outcomes,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
how do I make croissants at home,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the unexpected high fan-out in the topology,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
who painted the mona lisa,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check network connectivity on prod-env,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
summarize the failover test results from last friday,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
enable request tracing across all services,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
clear the zfs arc cache to free memory,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
investigate the large object heap pressure in dotnet,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is the distance to the moon,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a parallax,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the surge in rejected requests,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the service port conflict after update,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
apply configuration changes,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
revoke the compromised api token,execution,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
provide a brief on the rate limiting effectiveness report,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
apply the network acl changes to the subnet,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
provide availability summary,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
tell me about the aztec calendar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the flamegraph capture on the cpu hotspot,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,1
how do I knit a scarf,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
force a manual dns propagation check,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why does the query return inconsistent results,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
who is plato,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the config sync lagging behind the control plane,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the secrets rotation completion status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do earthquakes happen,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about space exploration,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze cpu consumption trends,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
summarize the on-call handoff notes,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
how do I make candles at home,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize deployment timeline,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
provide a summary of the api versioning status,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
what is psychology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
update the dns records for the new ip,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
scale the kafka cluster to add two more brokers,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
how do I brew beer at home,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
optimize the server-side tls handshake settings,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about the golden gate bridge,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the memory pressure alerts on worker nodes,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
apply the upstream load balancing weight change,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
configure the cifs share with the new permissions,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
configure the flux reconciliation interval,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
what is causing the flapping network route,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is the largest mammal in the ocean,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
update the ip allowlist on the security group,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply security patch on db-server-7,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
configure the remote backend for terraform,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
who is sigmund freud,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the history of the piano,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the storage volume mounting as read-only,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about pandas,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the connection pool to drain,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
who invented calculus,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I sew,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the northern lights,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the recent alerts and their resolution status,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
run the sast scan on the new code change,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
what is causing the worker pool to deadlock,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how do I play chess,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the token validation failures on the api,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
provide a recap of the operational maturity assessments,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is antimatter,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the impact of last week outage,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,1,0
check why the helm release is stuck in pending upgrade,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
analyze the tombstone accumulation in the database,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the load balancer session persistence broken,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
enroll the new host in the certificate authority,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the mismatch in reported vs actual disk usage,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
why is the garbage collector pausing for 500ms,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the circuit breaker in open state,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how do I make my own perfume,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check the connection refused errors on port 5432,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
give me an overview of the error budget consumption,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
apply the pod security policy changes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
investigate the sudden increase in 404 errors,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
enable the apparmor policy on the workload pod,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what caused the message ordering to break,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
why is the distributed join causing cross-node traffic,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why are containers crashing,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make pottery,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
update the health check thresholds on the target group,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
why is the application not reading the updated configmap,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the job to exceed its resource quota,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the workload autoscaling behavior this week,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the deepest lake in the world,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze why response time increased,investigate,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
restart the varnish cache after config change,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
tell me about the ottoman empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable query caching on the database,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
provide a brief on the kafka topic partition distribution,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
what is radioactivity,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the secrets rotation audit,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
configure the proxy buffer size for large responses,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
enable the ldap group sync for the service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
investigate the hot spot in the key-value store,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I learn how to sew clothes,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the error logs,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
give me an overview of the log-based metric trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
give me uptime summary,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart nginx on host123,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
provide a brief on the database performance this month,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the access request audit for the past month,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I fix a leaky faucet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check what went wrong,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
give me a summary of the runtime crash trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,1,0
why is the user session being invalidated unexpectedly,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the request being routed to a terminating pod,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
push the signed container image to the registry,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
provide a brief on the mean time to detect this sprint,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is chemistry,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the audit log policy on the api server,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
analyze the slow startup time of the service,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
provide a recap of the cost optimization initiatives,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,1
what is genetics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize backup status,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is load balancer unhealthy,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
why is the deployment rollout stuck,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
analyze exception logs,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
rebuild the corrupted index on the users table,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
why is the read cache not warming up as expected,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is the doppler effect,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide an overview of the resource quota usage by namespace,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
stop the runaway data export job,execution,job,1,level5_base,0,0,0,0,1,0,0,1,0,0,0
what is blockchain,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the packet fragmentation on the uplink,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
configure the md raid rebuild priority,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
provide a recap of the kubernetes event anomalies,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
set the jvm heap size to 8gb and restart,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
rotate the iam role credentials for the batch job,execution,job,1,level5_base,0,0,0,0,1,0,0,1,0,0,0
investigate the missing pod metrics from the scraper,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about furniture,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart application server,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
apply the virtual service retry policy,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
check why the multi-region failover is taking too long,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what caused the memory oom on worker-node-4,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
check why jobs are failing silently in the queue,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
tell me about dolphins,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who wrote gulliver travels,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
